unit_base,unit_awake,mat_1,mat_1_num,mat_2,mat_2_num,mat_3,mat_3_num,mat_4,mat_4_num,mat_5,mat_5_num
ryuji_yamazaki-5,ryuji_yamazaki-6,little_humpty,1,silvere-4,2,kim_kaphwan-5,3,yellow_hatter,1,n/a,0
kim_kaphwan-5,kim_kaphwan-6,little_humpty,1,iria-4,2,ryuji_yamazaki-4,2,blue_hatter,1,n/a,0
chris-5,chris-6,little_humpty,1,archelon-4,2,ryuji_yamazaki-4,3,red_hatter,1,n/a,0
chris-5,chris-ua,milly-4,3,kim_kaphwan-5,3,flaming_dodo,1,n/a,0,n/a,0
chris-6,chris-ua,milly-4,2,kim_kaphwan-5,2,n/a,0,n/a,0,n/a,0
chris-ua,chris-6,red_rabbit,1,red_caterpillar,1,red_hatter,1,n/a,0,n/a,0
snow_miku_2018-5,snow_miku_2018-6,little_humpty,1,blue_cheshire,1,blue_rabbit,1,blue_caterpillar,1,n/a,0
azazel_kaito-5,azazel_kaito-6,blue_hatter,2,blue_caterpillar,3,n/a,0,n/a,0,n/a,0
vibrio_enteritis-5,vibrio_enteritis-6,green_hatter,2,green_caterpillar,3,n/a,0,n/a,0,n/a,0
dragon_zombie-5,dragon_zombie-6,green_hatter,2,green_caterpillar,3,n/a,0,n/a,0,n/a,0
rose_garden_witch-5,rose_garden_witch-6,blue_hatter,2,blue_caterpillar,3,n/a,0,n/a,0,n/a,0
lessar-5,lessar-6,yellow_hatter,2,yellow_caterpillar,3,n/a,0,n/a,0,n/a,0
natsumi-5,natsumi-6,green_hatter,2,green_caterpillar,3,n/a,0,n/a,0,n/a,0
natsumi-5,natsumi-ua,shido,1,n/a,0,n/a,0,n/a,0,n/a,0
natsumi-6,natsumi-ua,shido,1,n/a,0,n/a,0,n/a,0,n/a,0
natsumi-ua,natsumi-6,green_hatter,2,green_caterpillar,3,n/a,0,n/a,0,n/a,0
terabell-4,terabell-5,red_cheshire,1,red_rabbit,2,red_caterpillar,1,red_hatter,1,n/a,0
terabell-5,terabell-6,little_humpty,1,red_cheshire,3,red_rabbit,1,n/a,0,n/a,0
urashima-4,urashima-5,red_cheshire,1,red_rabbit,2,red_caterpillar,1,red_hatter,1,n/a,0
urashima-5,urashima-6,little_humpty,1,red_cheshire,3,red_rabbit,1,n/a,0,n/a,0
kaede-4,kaede-5,green_cheshire,1,green_rabbit,2,green_caterpillar,1,green_hatter,1,n/a,0
kaede-5,kaede-6,little_humpty,1,green_cheshire,3,green_rabbit,1,n/a,0,n/a,0
silvere-4,silvere-5,blue_cheshire,1,blue_rabbit,2,blue_caterpillar,1,blue_hatter,1,n/a,0
silvere-5,silvere-6,little_humpty,1,blue_cheshire,3,blue_rabbit,1,n/a,0,n/a,0
ja_ridalsa-4,ja_ridalsa-5,red_cheshire,1,red_rabbit,2,red_caterpillar,1,red_hatter,1,n/a,0
ja_ridalsa-5,ja_ridalsa-6,little_humpty,1,red_cheshire,3,red_rabbit,1,n/a,0,n/a,0
nasu_no_yoichi-4,nasu_no_yoichi-5,green_cheshire,1,green_rabbit,2,green_caterpillar,1,green_hatter,1,n/a,0
nasu_no_yoichi-5,nasu_no_yoichi-6,little_humpty,1,green_cheshire,3,green_rabbit,1,n/a,0,n/a,0
ranmaru_mori-4,ranmaru_mori-5,yellow_cheshire,1,yellow_rabbit,2,yellow_caterpillar,1,yellow_hatter,1,n/a,0
ranmaru_mori-5,ranmaru_mori-6,little_humpty,1,yellow_cheshire,3,yellow_rabbit,1,n/a,0,n/a,0
leedsichthys-4,leedsichthys-5,blue_cheshire,1,blue_rabbit,2,blue_caterpillar,1,blue_hatter,1,n/a,0
leedsichthys-5,leedsichthys-6,little_humpty,1,blue_cheshire,3,blue_rabbit,1,n/a,0,n/a,0
anastasia-4,anastasia-5,blue_cheshire,1,blue_rabbit,2,blue_caterpillar,1,blue_hatter,1,n/a,0
anastasia-5,anastasia-6,blue_hatter,2,blue_caterpillar,3,n/a,0,n/a,0,n/a,0
anomalocaris-4,anomalocaris-5,yellow_cheshire,1,yellow_rabbit,2,yellow_caterpillar,1,yellow_hatter,1,n/a,0
anomalocaris-5,anomalocaris-6,yellow_hatter,2,yellow_caterpillar,3,n/a,0,n/a,0,n/a,0
sugaru-4,sugaru-5,yellow_cheshire,1,yellow_rabbit,2,yellow_caterpillar,1,yellow_hatter,1,n/a,0
sugaru-5,sugaru-6,yellow_hatter,2,yellow_caterpillar,3,n/a,0,n/a,0,n/a,0
tesla-4,tesla-5,yellow_rabbit,3,yellow_caterpillar,1,yellow_hatter,1,n/a,0,n/a,0
tesla-5,tesla-6,little_humpty,1,hook-4,2,ranmaru_mori-4,3,yellow_hatter,1,n/a,0
charlie-4,charlie-5,blue_rabbit,3,blue_caterpillar,1,blue_hatter,1,n/a,0,n/a,0
charlie-5,charlie-6,little_humpty,1,blue_caterpillar,1,blue_hatter,1,deep_sea_turtle,1,n/a,0
boyle-4,boyle-5,red_rabbit,3,red_caterpillar,1,red_hatter,1,n/a,0,n/a,0
boyle-5,boyle-6,little_humpty,1,red_rabbit,1,red_caterpillar,2,red_hatter,1,n/a,0
melissa-3,melissa-4,red_cheshire,3,red_rabbit,1,red_caterpillar,1,n/a,0,n/a,0
melissa-4,melissa-5,red_rabbit,1,red_caterpillar,2,red_hatter,2,n/a,0,n/a,0
melissa-5,melissa-6,little_humpty,1,red_rabbit,1,red_caterpillar,1,red_hatter,1,flaming_dodo,1
happy-3,happy-4,green_caterpillar,1,n/a,0,n/a,0,n/a,0,n/a,0
happy-4,happy-5,green_rabbit,1,green_caterpillar,2,green_hatter,2,n/a,0,n/a,0
happy-5,happy-6,little_humpty,1,green_rabbit,1,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1
morris-3,morris-4,blue_cheshire,3,blue_rabbit,1,blue_caterpillar,1,n/a,0,n/a,0
morris-4,morris-5,blue_rabbit,1,blue_caterpillar,2,blue_hatter,2,n/a,0,n/a,0
morris-5,morris-6,little_humpty,1,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,deep_sea_turtle,1
nimda-3,nimda-4,yellow_cheshire,3,yellow_rabbit,1,yellow_caterpillar,1,n/a,0,n/a,0
nimda-4,nimda-5,yellow_rabbit,1,yellow_caterpillar,2,yellow_hatter,2,n/a,0,n/a,0
nimda-5,nimda-6,little_humpty,1,yellow_rabbit,1,yellow_caterpillar,1,yellow_hatter,1,dynamo_dormouse,1
muse-5,muse-6,little_humpty,1,yellow_cheshire,1,yellow_rabbit,1,yellow_caterpillar,1,n/a,0
suzaku-3,suzaku-4,red_cheshire,2,red_rabbit,1,red_caterpillar,2,n/a,0,n/a,0
suzaku-4,suzaku-5,red_rabbit,4,red_hatter,1,n/a,0,n/a,0,n/a,0
suzaku-5,suzaku-6,little_humpty,1,red_caterpillar,1,red_hatter,1,flaming_dodo,1,n/a,0
genbu-3,genbu-4,green_cheshire,2,green_rabbit,1,green_caterpillar,2,n/a,0,n/a,0
genbu-4,genbu-5,green_rabbit,4,green_hatter,1,n/a,0,n/a,0,n/a,0
genbu-5,genbu-6,little_humpty,1,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,n/a,0
seiryu-3,seiryu-4,blue_cheshire,2,blue_rabbit,1,blue_caterpillar,2,n/a,0,n/a,0
seiryu-4,seiryu-5,blue_rabbit,4,blue_hatter,1,n/a,0,n/a,0,n/a,0
seiryu-5,seiryu-6,little_humpty,1,blue_caterpillar,1,blue_hatter,1,deep_sea_turtle,1,n/a,0
byakko-3,byakko-4,yellow_cheshire,2,yellow_rabbit,1,yellow_caterpillar,2,n/a,0,n/a,0
byakko-4,byakko-5,yellow_rabbit,4,yellow_hatter,1,n/a,0,n/a,0,n/a,0
byakko-5,byakko-6,little_humpty,1,yellow_caterpillar,1,yellow_hatter,1,dynamo_dormouse,1,n/a,0
farnese-5,farnese-red,heart-red,1,farnese_core,20,n/a,0,n/a,0,n/a,0
farnese-5,farnese-green,heart-green,1,farnese_core,20,n/a,0,n/a,0,n/a,0
farnese-5,farnese-blue,heart-blue,1,farnese_core,20,n/a,0,n/a,0,n/a,0
farnese-5,farnese-yellow,heart-yellow,1,farnese_core,20,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_corin,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_beelzebub,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_oz,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_yomi,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_jeanne,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_wakahirume,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_eris,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_kama,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
mini_demia-5,mini_demia-6,red_cheshire,1,green_cheshire,1,blue_cheshire,1,yellow_cheshire,1,n/a,0
fude_zhengshen-5,fude_zhengshen-6,little_humpty,1,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,deep_sea_turtle,1
fude_zhengshen_2018-5,fude_zhengshen_2018-6,little_humpty,1,red_rabbit,1,red_caterpillar,1,red_hatter,1,flaming_dodo,1
shoggoth-5,shoggoth-6,little_humpty,1,green_rabbit,1,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1
uleong_gagsi-5,uleong_gagsi-6,little_humpty,1,green_rabbit,1,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1
cho_lon-5,cho_lon-6,yellow_ducksworth,1,n/a,0,n/a,0,n/a,0,n/a,0
liu_zhonglu-5,liu_zhonglu-6,little_humpty,1,green_rabbit,1,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1
rabbit_yukine_2017-5,rabbit_yukine_2017-6,little_humpty,1,anastasia-4,2,yuki-onna-4,3,blue_hatter,1,n/a,0
apple_cat-5,apple_cat-6,little_humpty,1,cat,3,gross_cat,2,green_hatter,1,n/a,0
kyo_kusanagi_95-5,kyo_kusanagi_95-6,little_humpty,1,red_hatter,1,hydra-3,2,misako-3,3,n/a,0
athena_asamiya-5,athena_asamiya-6,little_humpty,1,yuuya-4,2,ryuji_yamazaki-4,3,green_hatter,1,n/a,0
konosuba_chris-5,konosuba_chris-6,thief_treasure_chest,1,n/a,0,n/a,0,n/a,0,n/a,0
momotaro-4,momotaro-5,cat_food,1,n/a,0,n/a,0,n/a,0,n/a,0
momotaro-5,momotaro-6,cat_food,1,cat_food,1,cat_food,1,n/a,0,n/a,0
snow_miku_2019-5,snow_miku_2019-6,blue_hatter,2,blue_caterpillar,3,n/a,0,n/a,0,n/a,0
mana_takamiya-5,mana_takamiya-6,blue_hatter,2,blue_caterpillar,3,n/a,0,n/a,0,n/a,0
mana_takamiya-5,mana_takamiya-ua,shido,1,n/a,0,n/a,0,n/a,0,n/a,0
mana_takamiya-6,mana_takamiya-ua,shido,1,n/a,0,n/a,0,n/a,0,n/a,0
mana_takamiya-ua,mana_takamiya-6,blue_hatter,2,blue_caterpillar,3,n/a,0,n/a,0,n/a,0
,,,,,,,,,,,
